speciesId	compartment	initialConcentration	solver	annotation1	annotation2	annotation3	annotation4	annotation5	annotation6	annotation7	annotation8	annotation9	annotation10	annotation11	annotation12	annotation13
cyt_prot_SPRY2__NRG1__ERBB3__ERBB4_	Cytoplasm	1.84E-45	Deterministic	O43597	Q02297	P21860	Q15303									
cyt_prot_SPRY2__NRG1__ERBB3__NRG1__ERBB4_	Cytoplasm	1.16E-60	Deterministic	O43597	Q02297	P21860	Q15303									
cyt_prot_SPRY2__ERBB2__NRG1__ERBB4_	Cytoplasm	3.71E-45	Deterministic	O43597	P04626	Q02297	Q15303									
cyt_prot_SPRY2__NRG1__ERBB4__EGFRvIII_	Cytoplasm	4.96E-56	Deterministic	Q02997	Q15303	O43597	VAR_066493									
cyt_prot_SPRY2__EGFR__NRG1__ERBB4_	Cytoplasm	4.32E-44	Deterministic	O43597	P00533	Q02297	Q15303									
cyt_prot_SPRY2__ERBB3__NRG1__ERBB4_	Cytoplasm	1.71E-45	Deterministic	O43597	P21860	Q02297	Q15303									
cyt_prot_SPRY2__NRG1__ERBB4__ERBB4_	Cytoplasm	7.20E-73	Deterministic	O43597	Q02297	Q15303										
cyt_prot_SPRY2__NRG1__ERBB4__NRG1__ERBB4_	Cytoplasm	2.46E-88	Deterministic	O43597	Q02297	Q15303										
cyt_prot_SPRY2__HGF__MET__MET_	Cytoplasm	8.62E-15	Deterministic	O43597	P14210	P08581										
cyt_prot_SPRY2__HGF__MET__HGF__MET_	Cytoplasm	1.37E-28	Deterministic	O43597	P14210	P08581										
cyt_prot_SPRY2__PDGFB__PDGFRB__PDGFB__PDGFRB_	Cytoplasm	3.55E-43	Deterministic	O43597	P01127	P09619										
cyt_prot_SPRY2__PDGFB__PDGFRB__PDGFRB_	Cytoplasm	5.30E-40	Deterministic	O43597	P01127	P09619										
cyt_prot_SPRY2__FGF__FGFR__FGF__FGFR_	Cytoplasm	3.59E-33	Deterministic	O43597	P21802	P11362	P05230	P09038								
cyt_prot_SPRY2__FGF__FGFR__FGFR_	Cytoplasm	8.14E-18	Deterministic	O43597	P21802	P11362	P05230	P09038								
cyt_prot_SPRY2__IGF__IGF1R__IGF1R_	Cytoplasm	8.49E-21	Deterministic	P08069	O43597	P01344	P05019									
cyt_prot_SPRY2__INS__INSR__INSR_	Cytoplasm	1.13E-18	Deterministic	O43597	P01308	P06213										
cyt_prot_SPRY2__IGF__IGF1R__IGF1R__IGF_	Cytoplasm	1.00E-39	Deterministic	P08069	O43597	P01344	P05019									
cyt_prot_SPRY2__INS__INSR__INSR__INS_	Cytoplasm	5.22E-36	Deterministic	O43597	P01308	P06213										
cyt_prot_in_EGF__EGFR__ERBB2_	Cytoplasm	6.12E-16	Deterministic	P01133	P00533	P04626										
cyt_prot_in_EGF__EGFR__EGFRvIII_	Cytoplasm	2.25E-27	Deterministic	P01133	P00533	VAR_066493										
cyt_prot_in_EGF__EGFR__EGFR_	Cytoplasm	2.12E-15	Deterministic	P01133	P00533											
cyt_prot_in_EGF__EGFR__EGF__EGFR_	Cytoplasm	4.96E-33	Deterministic	P01133	P00533											
cyt_prot_in_EGF__EGFR__ERBB3_	Cytoplasm	2.78E-16	Deterministic	P01133	P00533	P21860										
cyt_prot_in_EGF__EGFR__NRG1__ERBB3_	Cytoplasm	1.44E-31	Deterministic	P01133	P00533	Q02297	P21860									
cyt_prot_in_EGF__EGFR__ERBB4_	Cytoplasm	3.33E-44	Deterministic	P01133	P00533	Q15303										
cyt_prot_in_EGF__EGFR__NRG1__ERBB4_	Cytoplasm	3.59E-59	Deterministic	P01133	P00533	Q02297	Q15303									
cyt_prot_in_ERBB2__NRG1__ERBB3_	Cytoplasm	2.08E-16	Deterministic	P04626	Q02297	P21860										
cyt_prot_in_NRG1__ERBB3__EGFRvIII_	Cytoplasm	2.76E-27	Deterministic	Q02297	P21860	VAR_066493										
cyt_prot_in_EGFR__NRG1__ERBB3_	Cytoplasm	2.23E-14	Deterministic	P00533	Q02297	P21860										
cyt_prot_in_NRG1__ERBB3__ERBB4_	Cytoplasm	4.32E-44	Deterministic	Q02297	P21860	Q15303										
cyt_prot_in_NRG1__ERBB3__NRG1__ERBB4_	Cytoplasm	2.71E-59	Deterministic	Q02297	P21860	Q15303										
cyt_prot_in_ERBB2__NRG1__ERBB4_	Cytoplasm	8.70E-44	Deterministic	P04626	Q02297	Q15303										
cyt_prot_in_NRG1__ERBB4__EGFRvIII_	Cytoplasm	1.16E-54	Deterministic	Q02297	Q15303	VAR_066493										
cyt_prot_in_EGFR__NRG1__ERBB4_	Cytoplasm	9.36E-42	Deterministic	P00533	Q02297	Q15303										
cyt_prot_in_ERBB3__NRG1__ERBB4_	Cytoplasm	4.01E-44	Deterministic	P21860	Q02297	Q15303										
cyt_prot_in_NRG1__ERBB4__ERBB4_	Cytoplasm	1.68E-71	Deterministic	Q02297	Q15303											
cyt_prot_in_NRG1__ERBB4__NRG1__ERBB4_	Cytoplasm	5.77E-87	Deterministic	Q02297	Q15303											
cyt_prot_in_HGF__MET__MET_	Cytoplasm	2.02E-13	Deterministic	P08581	P14210											
cyt_prot_in_HGF__MET__HGF__MET_	Cytoplasm	3.21E-27	Deterministic	P08581	P14210											
cyt_prot_in_PDGFB__PDGFRB__PDGFB__PDGFRB_	Cytoplasm	8.30E-42	Deterministic	P01127	P09619											
cyt_prot_in_PDGFB__PDGFRB__PDGFRB_	Cytoplasm	1.24E-38	Deterministic	P01127	P09619											
cyt_prot_in_FGF__FGFR__FGF__FGFR_	Cytoplasm	8.40E-32	Deterministic	P05230	P09038	P21802	P11362									
cyt_prot_in_FGF__FGFR__FGFR_	Cytoplasm	1.91E-16	Deterministic	P21802	P11362	P05230	P09038									
cyt_prot_in_IGF__IGF1R__IGF1R_	Cytoplasm	8.08E-19	Deterministic	P05019	P01344	P08069										
cyt_prot_in_INS__INSR__INSR_	Cytoplasm	1.54E-16	Deterministic	P01308	P06213											
cyt_prot_in_IGF__IGF1R__IGF1R__IGF_	Cytoplasm	9.56E-38	Deterministic	P05019	P01344	P08069										
cyt_prot_in_INS__INSR__INSR__INS_	Cytoplasm	7.09E-34	Deterministic	P01308	P06213											
cyt_prot_in_p_EGF__EGFR__ERBB2_	Cytoplasm	6.13E-16	Deterministic	P01133	P00533	P04626										
cyt_prot_in_p_EGF__EGFR__EGFRvIII_	Cytoplasm	2.26E-27	Deterministic	P01133	P00533	VAR_066493										
cyt_prot_in_p_EGF__EGFR__EGFR_	Cytoplasm	2.12E-15	Deterministic	P01133	P00533											
cyt_prot_in_p_EGF__EGFR__EGF__EGFR_	Cytoplasm	4.97E-33	Deterministic	P01133	P00533											
cyt_prot_in_p_EGF__EGFR__ERBB3_	Cytoplasm	2.78E-16	Deterministic	P01133	P00533	P21860										
cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3_	Cytoplasm	1.44E-31	Deterministic	P01133	P00533	Q02297	P21860									
cyt_prot_in_p_EGF__EGFR__ERBB4_	Cytoplasm	3.33E-44	Deterministic	Q15303	P00533	P01133										
cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4_	Cytoplasm	3.59E-59	Deterministic	Q02297	P00533	P01133	Q15303									
cyt_prot_in_p_ERBB2__NRG1__ERBB3_	Cytoplasm	2.08E-16	Deterministic	P04626	Q02297	P21860										
cyt_prot_in_p_NRG1__ERBB3__EGFRvIII_	Cytoplasm	2.77E-27	Deterministic	Q02297	P21860	VAR_066493										
cyt_prot_in_p_EGFR__NRG1__ERBB3_	Cytoplasm	2.24E-14	Deterministic	P21860	Q02297	P00533										
cyt_prot_in_p_NRG1__ERBB3__ERBB4_	Cytoplasm	4.32E-44	Deterministic	Q02297	P21860	Q15303										
cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4_	Cytoplasm	2.71E-59	Deterministic	Q02297	P21860	Q15303										
cyt_prot_in_p_ERBB2__NRG1__ERBB4_	Cytoplasm	8.71E-44	Deterministic	P04626	Q02297	Q15303										
cyt_prot_in_p_NRG1__ERBB4__EGFRvIII_	Cytoplasm	1.16E-54	Deterministic	Q02297	Q15303	VAR_066493										
cyt_prot_in_p_EGFR__NRG1__ERBB4_	Cytoplasm	9.37E-42	Deterministic	P00533	Q02297	Q15303										
cyt_prot_in_p_ERBB3__NRG1__ERBB4_	Cytoplasm	4.01E-44	Deterministic	P21860	Q02297	Q15303										
cyt_prot_in_p_NRG1__ERBB4__ERBB4_	Cytoplasm	1.69E-71	Deterministic	Q02297	Q15303											
cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4_	Cytoplasm	5.78E-87	Deterministic	Q02297	Q15303											
cyt_prot_in_p_HGF__MET__MET_	Cytoplasm	2.02E-13	Deterministic	P14210	P08581											
cyt_prot_in_p_HGF__MET__HGF__MET_	Cytoplasm	3.22E-27	Deterministic	P14210	P08581											
cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB_	Cytoplasm	8.32E-42	Deterministic	P01127	P09619											
cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB_	Cytoplasm	1.24E-38	Deterministic	P01127	P09619											
cyt_prot_in_p_FGF__FGFR__FGF__FGFR_	Cytoplasm	8.41E-32	Deterministic	P21802	P11362	P05230	P09038									
cyt_prot_in_p_FGF__FGFR__FGFR_	Cytoplasm	1.91E-16	Deterministic	P21802	P11362	P05230	P09038									
cyt_prot_in_p_IGF__IGF1R__IGF1R_	Cytoplasm	8.09E-19	Deterministic	P05019	P01344	P08069										
cyt_prot_in_p_INS__INSR__INSR_	Cytoplasm	1.54E-16	Deterministic	P01308	P06213											
cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF_	Cytoplasm	9.56E-38	Deterministic	P05019	P01344	P08069										
cyt_prot_in_p_INS__INSR__INSR__INS_	Cytoplasm	7.10E-34	Deterministic	P01308	P06213											
cyt_prot_in_p_IGF__IGF1R__IGF1R__IRS_	Cytoplasm	6.00E-19	Deterministic	P35568	P01344	P05019	Q9Y4H2	P08069								
cyt_prot_in_p_INS__INSR__INSR__IRS_	Cytoplasm	1.14E-16	Deterministic	Q9Y4H2	P06213	P35568	P01308									
cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF__IRS_	Cytoplasm	7.09E-38	Deterministic	P35568	P01344	P05019	Q9Y4H2	P08069								
cyt_prot_in_p_INS__INSR__INSR__INS__IRS_	Cytoplasm	5.26E-34	Deterministic	P35568	P06213	Q9Y4H2	P01308									
cyt_prot_p_EGF__EGFR__ERBB2__GRB2__SOS1_	Cytoplasm	1.66E-19	Deterministic	P01133	P00533	P04626	P62993	Q07889								
cyt_prot_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_	Cytoplasm	6.79E-31	Deterministic	P01133	P00533	VAR_066493	P62993	Q07889								
cyt_prot_p_EGF__EGFR__EGFR__GRB2__SOS1_	Cytoplasm	4.59E-19	Deterministic	P01133	P00533	P62993	Q07889									
cyt_prot_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_	Cytoplasm	1.07E-36	Deterministic	P01133	P00533	P62993	Q07889									
cyt_prot_p_EGF__EGFR__ERBB3__GRB2__SOS1_	Cytoplasm	6.69E-20	Deterministic	P01133	P00533	P21860	P62993	Q07889								
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_	Cytoplasm	3.47E-35	Deterministic	P01133	P00533	Q02297	P21860	P62993	Q07889							
cyt_prot_p_EGF__EGFR__ERBB4__GRB2__SOS1_	Cytoplasm	1.10E-47	Deterministic	P01133	P00533	Q15303	P62993	Q07889								
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	1.19E-62	Deterministic	P01133	P00533	Q02297	Q15303	P62993	Q07889							
cyt_prot_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_	Cytoplasm	4.07E-19	Deterministic	P04626	Q02297	P21860	P62993	Q07889								
cyt_prot_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1_	Cytoplasm	6.18E-30	Deterministic	Q02297	P21860	VAR_066493	P62993	Q07889								
cyt_prot_p_EGFR__NRG1__ERBB3__GRB2__SOS1_	Cytoplasm	5.39E-18	Deterministic	P00533	Q02297	P21860	P62993	Q07889								
cyt_prot_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_	Cytoplasm	1.09E-46	Deterministic	Q02297	P21860	Q15303	P62993	Q07889								
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	6.80E-62	Deterministic	Q02297	P21860	Q15303	P62993	Q07889								
cyt_prot_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	2.43E-46	Deterministic	P04626	Q02297	Q15303	P62993	Q07889								
cyt_prot_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_	Cytoplasm	3.57E-57	Deterministic	Q02297	Q15303	P62993	Q07889	VAR_066493								
cyt_prot_p_EGFR__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	3.10E-45	Deterministic	P00533	Q02297	Q15303	P62993	Q07889								
cyt_prot_p_ERBB3__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	1.01E-46	Deterministic	P21860	Q02297	Q15303	P62993	Q07889								
cyt_prot_p_NRG1__ERBB4__ERBB4__GRB2__SOS1_	Cytoplasm	5.65E-74	Deterministic	Q02297	Q15303	P62993	Q07889									
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	1.93E-89	Deterministic	Q02297	Q15303	P62993	Q07889									
cyt_prot_p_HGF__MET__MET__GRB2__SOS1_	Cytoplasm	1.13E-16	Deterministic	P14210	P08581	P62993	Q07889									
cyt_prot_p_HGF__MET__HGF__MET__GRB2__SOS1_	Cytoplasm	1.80E-30	Deterministic	P14210	P08581	P62993	Q07889									
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1_	Cytoplasm	2.32E-45	Deterministic	P09619	Q07889	P01127	P62993									
cyt_prot_p__PDGFB__PDGFRB__PDGFRB__GRB2__SOS1_	Cytoplasm	3.47E-42	Deterministic	P09619	Q07889	P01127	P62993									
cyt_prot_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1_	Cytoplasm	1.88E-34	Deterministic	P21802	P11362	Q07889	P05230	P62993	P09038							
cyt_prot_p_FGF__FGFR__FGFR__GRB2__SOS1_	Cytoplasm	4.26E-19	Deterministic	P21802	P11362	Q07889	P05230	P62993	P09038							
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_	Cytoplasm	2.03E-22	Deterministic	P08069	Q07889	Q9Y4H2	P05019	P35568	P62993	P01344						
cyt_prot_p_INS__INSR__INSR__IRS__GRB2__SOS1_	Cytoplasm	3.75E-20	Deterministic	P35568	Q07889	Q9Y4H2	P06213	P01308	P62993							
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_	Cytoplasm	2.39E-41	Deterministic	P08069	Q07889	Q9Y4H2	P05019	P35568	P62993	P01344						
cyt_prot_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_	Cytoplasm	1.73E-37	Deterministic	P35568	Q07889	Q9Y4H2	P06213	P01308	P62993							
cyt_prot_in_p_EGF__EGFR__ERBB2__GRB2__SOS1_	Cytoplasm	5.96E-19	Deterministic	P00533	P62993	P04626	Q07889	P01133								
cyt_prot_in_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_	Cytoplasm	2.44E-30	Deterministic	Q07889	P00533	P62993	P01133	VAR_066493								
cyt_prot_in_p_EGF__EGFR__EGFR__GRB2__SOS1_	Cytoplasm	2.29E-18	Deterministic	Q07889	P00533	P62993	P01133									
cyt_prot_in_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_	Cytoplasm	5.36E-36	Deterministic	Q07889	P00533	P62993	P01133									
cyt_prot_in_p_EGF__EGFR__ERBB3__GRB2__SOS1_	Cytoplasm	2.40E-19	Deterministic	Q07889	P21860	P62993	P01133	P00533								
cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_	Cytoplasm	1.25E-34	Deterministic	Q07889	Q02297	P62993	P01133	P21860	P00533							
cyt_prot_in_p_EGF__EGFR__ERBB4__GRB2__SOS1_	Cytoplasm	3.96E-47	Deterministic	Q07889	Q15303	P62993	P01133	P00533								
cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	4.27E-62	Deterministic	Q07889	Q02297	P62993	P01133	Q15303								
cyt_prot_in_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_	Cytoplasm	1.57E-19	Deterministic	Q07889	Q02297	P62993	P21860	P21860								
cyt_prot_in_p_NRG1__ERBB3_EGFRvIII__GRB2__SOS1_	Cytoplasm	2.39E-30	Deterministic	Q07889	Q02297	P62993	P21860	VAR_066493								
cyt_prot_in_p_EGFR__NRG1__ERBB3__GRB2__SOS1_	Cytoplasm	1.93E-17	Deterministic	Q07889	Q02297	P62993	P21860	P00533								
cyt_prot_in_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_	Cytoplasm	4.21E-47	Deterministic	Q07889	Q02297	P62993	Q15303	P21860								
cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	2.64E-62	Deterministic	Q07889	Q02297	P62993	Q15303	P21860								
cyt_prot_in_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	9.41E-47	Deterministic	Q07889	Q02297	P62993	Q15303	P04626								
cyt_prot_in_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_	Cytoplasm	1.38E-57	Deterministic	Q07889	Q02297	P62993	Q15303	VAR_066493								
cyt_prot_in_p_EGFR__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	1.11E-44	Deterministic	Q07889	Q02297	P62993	Q15303	P00533								
cyt_prot_in_p_ERBB3__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	3.90E-47	Deterministic	Q07889	Q02297	P62993	Q15303	P21860								
cyt_prot_in_p_NRG1__ERBB4__ERBB4__GRB2__SOS1_	Cytoplasm	2.19E-74	Deterministic	Q07889	Q02297	P62993	Q15303									
cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1_	Cytoplasm	7.49E-90	Deterministic	Q07889	Q02297	P62993	Q15303									
cyt_prot_in_p_HGF__MET__MET__GRB2__SOS1_	Cytoplasm	4.37E-17	Deterministic	Q07889	P08581	P62993	P14210									
cyt_prot_in_p_HGF__MET__HGF__MET__GRB2__SOS1_	Cytoplasm	6.95E-31	Deterministic	Q07889	P08581	P62993	P14210									
cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1_	Cytoplasm	8.99E-46	Deterministic	P62993	P09619	Q07889	P01127									
cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1_	Cytoplasm	1.34E-42	Deterministic	P62993	P09619	Q07889	P01127									
cyt_prot_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1_	Cytoplasm	7.27E-35	Deterministic	P09038	P05230	P21802	P62993	Q07889	P11362							
cyt_prot_in_p_FGF__FGFR__FGFR__GRB2__SOS1_	Cytoplasm	1.65E-19	Deterministic	P09038	P05230	P21802	P62993	Q07889	P11362							
cyt_prot_in_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_	Cytoplasm	3.24E-22	Deterministic	Q9Y4H2	P62993	P35568	P08069	Q07889	P05019	P01344						
cyt_prot_in_p_INS__INSR__INSR__IRS__GRB2__SOS1_	Cytoplasm	8.65E-20	Deterministic	Q9Y4H2	P62993	P35568	Q07889	P06213	P01308							
cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_	Cytoplasm	3.83E-41	Deterministic	Q9Y4H2	P62993	P35568	P08069	Q07889	P05019	P01344						
cyt_prot_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_	Cytoplasm	3.98E-37	Deterministic	Q9Y4H2	P62993	P35568	Q07889	P06213	P01308							
cyt_prot_p_EGF__EGFR__ERBB2__PLCG_	Cytoplasm	2.96E-18	Deterministic	P01133	P00533	P04626	P19174	P16885								
cyt_prot_p_EGF__EGFR__EGFRvIII__PLCG_	Cytoplasm	1.09E-29	Deterministic	P01133	P00533	P19174	P16885	VAR_066493								
cyt_prot_p_EGF__EGFR__EGFR__PLCG_	Cytoplasm	7.37E-18	Deterministic	P01133	P00533	P19174	P16885									
cyt_prot_p_EGF__EGFR__EGF__EGFR_PLCG_	Cytoplasm	1.73E-35	Deterministic	P01133	P00533	P19174	P16885									
cyt_prot_p_EGF__EGFR__ERBB3__PLCG_	Cytoplasm	1.01E-18	Deterministic	P01133	P00533	P21860	P19174	P16885								
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PLCG_	Cytoplasm	5.23E-34	Deterministic	P01133	P00533	Q02297	P21860	P19174	P16885							
cyt_prot_p_EGF__EGFR__ERBB4__PLCG_	Cytoplasm	1.21E-46	Deterministic	P16885	P01133	P19174	Q15303	P00533								
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PLCG_	Cytoplasm	1.30E-61	Deterministic	P01133	P00533	Q02297	Q15303	P19174	P16885							
cyt_prot_p_ERBB2__NRG1__ERBB3__PLCG_	Cytoplasm	7.00E-18	Deterministic	P04626	Q02297	P21860	P19174	P16885								
cyt_prot_p_NRG1__ERBB3__EGFRvIII__PLCG_	Cytoplasm	9.31E-29	Deterministic	Q02297	P21860	P19174	P16885	VAR_066493								
cyt_prot_p_EGFR__NRG1__ERBB3__PLCG_	Cytoplasm	8.12E-17	Deterministic	P00533	Q02297	P21860	P19174	P16885								
cyt_prot_p_NRG1__ERBB3__ERBB4__PLCG_	Cytoplasm	9.69E-46	Deterministic	Q02297	P21860	Q15303	P19174	P16885								
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PLCG_	Cytoplasm	6.07E-61	Deterministic	Q02297	P21860	Q15303	P19174	P16885								
cyt_prot_p_ERBB2__NRG1__ERBB4__PLCG_	Cytoplasm	2.93E-45	Deterministic	P04626	Q02297	Q15303	P19174	P16885								
cyt_prot_p_NRG1__ERBB4__EGFRvIII__PLCG_	Cytoplasm	3.91E-56	Deterministic	Q02297	Q15303	P19174	P16885	VAR_066493								
cyt_prot_p_EGFR__NRG1__ERBB4__PLCG_	Cytoplasm	3.39E-44	Deterministic	P00533	Q02297	Q15303	P19174	P16885								
cyt_prot_p_ERBB3__NRG1__ERBB4__PLCG_	Cytoplasm	8.99E-46	Deterministic	P21860	Q02297	Q15303	P19174	P19885								
cyt_prot_p_NRG1__ERBB4__ERBB4__PLCG_	Cytoplasm	3.78E-73	Deterministic	Q02297	Q15303	P19174	P16885									
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PLCG_	Cytoplasm	1.29E-88	Deterministic	Q02297	Q15303	P19174	P16885									
cyt_prot_p_HGF__MET__MET__PLCG_	Cytoplasm	9.07E-15	Deterministic	P19885	P19174	P08581	P14210									
cyt_prot_p_HGF__MET__HGF__MET__PLCG_	Cytoplasm	1.44E-28	Deterministic	P19885	P19174	P08581	P14210									
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PLCG_	Cytoplasm	4.66E-43	Deterministic	P19174	P09619	P01127	P16885									
cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PLCG_	Cytoplasm	6.95E-40	Deterministic	P19174	P09619	P01127	P16885									
cyt_prot_p_FGF__FGFR__FGF__FGFR__PLCG_	Cytoplasm	1.89E-33	Deterministic	P16885	P21802	P11362	P05230	P19174	P09038							
cyt_prot_p_FGF__FGFR__FGFR__PLCG_	Cytoplasm	1.28E-17	Deterministic	P16885	P21802	P11362	P05230	P19174	P09038							
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PLCG_	Cytoplasm	2.44E-21	Deterministic	P08069	P19174	Q9Y4H2	P05019	P35568	P16885	P01344						
cyt_prot_p_INS__INSR__INSR__IRS__PLCG_	Cytoplasm	7.53E-19	Deterministic	P35568	P06213	Q9Y4H2	P01308	P19174	P16885							
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PLCG_	Cytoplasm	2.88E-40	Deterministic	P35568	P01344	P05019	Q9Y4H2	P08069	P19174	P16885						
cyt_prot_p_INS__INSR__INSR__INS__IRS__PLCG_	Cytoplasm	3.47E-36	Deterministic	P35568	P06213	Q9Y4H2	P01308	P19174	P16885							
cyt_prot_p_EGF__EGFR__ERBB2__PIK3C__PIK3R_	Cytoplasm	1.96E-17	Deterministic	P04626	P01133	P00533	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_EGF__EGFR__EGFRvIII__PIK3C__PIK3R_	Cytoplasm	3.60E-29	Deterministic	P00533	P01133	VAR_066493	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_EGF__EGFR__EGFR__PIK3C__PIK3R_	Cytoplasm	2.43E-17	Deterministic	P00533	P01133	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570			
cyt_prot_p_EGF__EGFR__EGF__EGFR__PIK3C__PIK3R_	Cytoplasm	5.70E-35	Deterministic	P00533	P01133	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570			
cyt_prot_p_EGF__EGFR__ERBB3__PIK3C__PIK3R_	Cytoplasm	2.22E-17	Deterministic	P00533	P01133	P21860	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PIK3C__PIK3R_	Cytoplasm	1.15E-32	Deterministic	P00533	Q02297	P21860	P01133	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570	
cyt_prot_p_EGF__EGFR__ERBB4__PIK3C__PIK3R_	Cytoplasm	1.06E-45	Deterministic	P00533	P01133	Q15303	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PIK3C__PIK3R_	Cytoplasm	1.15E-60	Deterministic	P00533	Q02297	Q15303	P01133	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570	
cyt_prot_p_ERBB2__NRG1__ERBB3__PIK3C__PIK3R_	Cytoplasm	1.85E-16	Deterministic	Q02297	P04626	P21860	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_NRG1__ERBB3__EGFRvIII__PIK3C__PIK3R_	Cytoplasm	2.05E-27	Deterministic	P21860	Q02297	VAR_066493	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_EGFR__NRG1__ERBB3__PIK3C__PIK3R_	Cytoplasm	1.79E-15	Deterministic	Q02297	P00533	P21860	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_NRG1__ERBB3__ERBB4__PIK3C__PIK3R_	Cytoplasm	3.84E-44	Deterministic	Q02297	P21860	Q15303	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PIK3C__PIK3R_	Cytoplasm	2.41E-59	Deterministic	Q02297	P21860	Q15303	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_ERBB2__NRG1__ERBB4__PIK3C__PIK3R_	Cytoplasm	3.87E-44	Deterministic	Q02297	P04626	Q15303	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_NRG1__ERBB4__EGFRvIII__PIK3C__PIK3R_	Cytoplasm	3.45E-55	Deterministic	Q15303	Q02297	VAR_066493	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
